Site ID;Site Name;Dept;Latitude;Longitude;Class;Uplink;Ip Adress;Type;Slot Port;
SBS025;Sambas_4/TabraniSambas;NS PONTIANAK;1,351250052;109,2900009;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/3;#REF!
SBS026;Sambas_5/LUMBANG;NS PONTIANAK;1,335890055;109,2839966;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0/3/14 20;#REF!
SBS027;;NS PONTIANAK;;;;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0/11/15/1;#REF!
SBS028;Rengkak/ROADTEBAS-JAWAI;NS PONTIANAK;1,267140031;109,1119995;Silver;L2SW-SBS004-SEKURA;172.25.146.68;switch;10ge1/0/17;#REF!
SBS029;Soisa/Sebawi2;NS PONTIANAK;1,280410051;109,2129974;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0/3/9 4;#REF!
SBS030;Semparuk_2/Serdang;NS PONTIANAK;1,174419999;109,0299988;Silver;GPON00-D6-PMK-3;172.20.192.144;zte-ont;1/5/6:12;#REF!
SBS031;;NS PONTIANAK;;;;GPON08-D6-SMB-2JRK;172.20.169.58;hua-ont;0 1 0 15;#REF!
SBS032;;NS PONTIANAK;;;;GPON02-D6-PMK-2JWI;172.20.161.161;zte-ont;0 1 14 1;#REF!
SBS033;Parit_Baru/Sebangkau_2;NS PONTIANAK;1,099499941;108,9690018;Silver;GPON00-D6-PMK-2;172.20.161.162;hua-ont;0 0 14 0;#REF!
SBS034;Tekarang-31/TanjungBuluh;NS PONTIANAK;1,301319957;109,1579971;Silver;L2SW-SBS004-SEKURA;172.25.146.68;switch;10ge1/0/24;#REF!
SBS035;SeiKelambu/TEBAS3;NS PONTIANAK;1,174720049;109,1269989;Silver;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0/3/12 0;#REF!
SBS037;Sengawang/TanjungBuluh;NS PONTIANAK;1,319149971;109,1719971;Bronze;L2SW-SBS004-SEKURA;172.25.146.68;switch;10ge1/0/22;#REF!
SBS039;SERANGGAM;NS PONTIANAK;1,073420048;109,0589981;Silver;-;-;-;-;-
SBS040;Sepadu(SemparukA);NS PONTIANAK;1,134080052;109,0719986;Silver;GPON01-D6-TBA-2SPR;172.20.161.163;hua-ont;0/0/12/14;#REF!
SBS041;Jirak(SaingRambi-Sambas);NS PONTIANAK;1,399719954;109,3590012;Silver;GPON08-D6-SMB-2JRK;172.20.169.58;hua-ont;0 1 6 2;#REF!
SBS042;Tambatan(SekuraRoad/Sebataan-Sambas);NS PONTIANAK;1,442360044;109,2350006;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/10;#REF!
SBS043;Berlimang(SungaiBaru-TelukKeramat);NS PONTIANAK;1,366420031;109,211998;Bronze;GPON01-D6-SMB-2SKR;172.20.161.175;hua-ont;0 1 1 1;#REF!
SBS044;ArungParak;NS PONTIANAK;1,58949995;109,1650009;Silver;L2SW-SBS004-SEKURA;172.25.146.68;switch;10ge1/0/11;#REF!
SBS045;Sagang/Sakang(MPW065);NS PONTIANAK;1,500130057;109,3560028;Silver;TSEL_SBS009_GALING;172.25.146.56;switch;GE 1;#REF!
SBS046;Sijang(Haur);NS PONTIANAK;1,565860033;109,4140015;Silver;TSEL_SBS046_SIJANG;172.25.146.57;switch;GE 1,2;#REF!
SBS047;Mentibar;NS PONTIANAK;1,68524003;109,2770004;Silver;GPON02-D6-SMB-2PLH;172.20.161.176;hua-ont;0 1 4 0;#REF!
SBS050;;NS PONTIANAK;;;;GPON00-D6-PMK-2;172.20.161.162;hua-ont;0/1/8 2;#REF!
SBS051;Sorat/Pajintan2;NS PONTIANAK;1,336439967;109,3610001;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 4 4 3;#REF!
SBS053;Trans_Sabung;NS PONTIANAK;1,254580021;109,4380035;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/12;#REF!
SBS054;SarangBurungDanau;NS PONTIANAK;1,461189985;109,0889969;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 6 1;#REF!
SBS055;ParitSetia;NS PONTIANAK;1,356920004;109,0660019;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;zte-ont;0/1/0 5;#REF!
SBS056;MATANGTERAP;NS PONTIANAK;1,27531004;109,0220032;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 4 1;#REF!
SBS057;SEMPERIUK;NS PONTIANAK;1,241999984;109,0469971;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 5 1;#REF!
SBS061;SabungSetanggaexPT.ANIKumpai(PT.wiratadaya-Sambas);NS PONTIANAK;1,268939972;109,3899994;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/1;#REF!
SBS069;TummukManggis(SambasCap);NS PONTIANAK;1,368610024;109,3079987;Gold;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/4;#REF!
SBS070;ArukSajingan/ArukSajingan(SajinganSambas)(SBS021);NS PONTIANAK;1,605419993;109,6740036;Silver;GPON07-D6-SMB-2ARK;172.20.168.98;hua-direct_olt;0/3/2;#REF!
SBS071;Sajad;NS PONTIANAK;1,409890056;109,4120026;Silver;GPON08-D6-SMB-2JRK;172.20.169.58;zte-ont;0/1/6 8;#REF!
SBS073;Sempurna/Sempurna(PTCeriaPrima-33-3);NS PONTIANAK;1,209990025;109,560997;Silver;SW-D6-SBS-TSEL-SBS013-04;172.25.146.18;switch;GE8;#REF!
SBS074;MENSERE;NS PONTIANAK;1,205080032;109,1139984;Silver;GPON01-D6-TBA-2SPR;172.20.161.163;hua-ont;0/0/13 8;#REF!
SBS080;PangkalanKongsi;NS PONTIANAK;1,164690018;109,1559982;Silver;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0 4 2 1;#REF!
SBS081;SeiTapah;NS PONTIANAK;1,113499999;109,0189972;Silver;GPON00-D6-PMK-2;172.20.161.162;zte-ont;0 1 14 4;#REF!
SBS082;SEISAPAKSUBAHIsat;NS PONTIANAK;1,154829979;109,473999;Gold;SW-D6-SBS-TSEL-SBS013-04;172.25.146.18;switch;6;#REF!
SBS084;Sempalai;NS PONTIANAK;1,198609948;109,1719971;Silver;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0 4 2 2;#REF!
SBS085;SajinganBesar;NS PONTIANAK;1,617939949;109,6470032;Silver;GPON07-D6-SMB-2ARK;172.20.168.98;zte-ont;0/1/15 1;#REF!
SBS086;TBANIWILMAR;NS PONTIANAK;1,42197001;109,5660019;Platinum;-;-;-;-;-
SBS087;MT_DESAMADAK;NS PONTIANAK;1,241819978;109,2829971;Silver;-;-;-;-;-
SBS088;MT_DESAMARIBAS;NS PONTIANAK;1,131760001;109,3150024;Gold;-;-;-;-;-
SBS095;PT_DSSRAMBAH;NS PONTIANAK;1,320469975;109,2770004;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/14;#REF!
SBS096;PT_DSPMKTKOTAExAdindo1/MT_ADINDOHL;NS PONTIANAK;1,15526998;108,9639969;Bronze;GPON00-D6-PMK-3;172.20.192.144;zte-ont;1/6/1:13;#REF!
SBS097;PTDSPMKKTA;NS PONTIANAK;1,15526998;108,9639969;Bronze;-;-;-;-;-
SBS098;PT_DSMANSERE(oldSBS097);NS PONTIANAK;1,210000038;109,1179962;Bronze;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0/3/6 12;#REF!
SBS099;PT_JALANAMANAH;NS PONTIANAK;1,226840019;109,1399994;Silver;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0 4 2 3;#REF!
SBS100;PT.WANAHIJAUSEMESTA;NS PONTIANAK;1,611909986;109,5670013;Gold;-;-;-;-;-
SBS106;PelabuhanSintetePemangkat;NS PONTIANAK;1,184360027;109,0569992;Bronze;GPON01-D6-TBA-2SPR;172.20.161.163;zte-ont;0 1 1 3;#REF!
SBS108;JELUTUNG;NS PONTIANAK;1,145519972;109,0039978;Silver;GPON01-D6-PMK-2;172.20.161.151;hua-ont;0/3/8 12;#REF!
SBS109;PT_SEIPUGUK;NS PONTIANAK;1,352570057;109,2350006;Silver;-;-;-;-;-
SBS110;PT_DUSUNKEDONDONG;NS PONTIANAK;1,078490019;109,3290024;Silver;-;-;-;-;-
SBS111;PT_SIMPANGSEBAWI;NS PONTIANAK;1,250650048;109,1709976;Silver;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0/3/14 0;#REF!
SBS112;PT_SENDOYAN;NS PONTIANAK;1,454879999;109,4100037;Silver;-;-;-;-;-
SBS114;PT_TEMPAPANKUALA;NS PONTIANAK;1,563730001;109,3219986;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/9;#REF!
SBS115;PT_DUSUNCEREMAI;NS PONTIANAK;1,343979955;109,1910019;Silver;L2SW-SBS004-SEKURA;172.25.146.68;switch;GE 20;#REF!
SBS117;PT_TELUKKEMBANG;NS PONTIANAK;1,516170025;109,262001;Silver;-;-;-;-;-
SBS119;SAMBAS9;NS PONTIANAK;1,368579984;109,314003;Bronze;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 6 6 10;#REF!
SBS122;MC_RAYATEBAS;NS PONTIANAK;1,227970004;109,1449966;Silver;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0/3/9 30;#REF!
SBS123;MC_JALANLGEREJAPMKT/MC_JLGEREJA;NS PONTIANAK;1,176390052;108,9759979;Silver;GPON01-D6-PMK-2;172.20.161.151;hua-ont;0/2/6 9;#REF!
SBS125;MC_HOTELPANTURASAMBAS;NS PONTIANAK;1,357499957;109,2959976;Bronze;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 8 14 1;#REF!
SBS129;PT_TWINMANTIBAR;NS PONTIANAK;1,072260022;109,0130005;Silver;-;-;-;-;-
SBS130;MT_PENJAJAPTIMUR;NS PONTIANAK;1,185819983;108,9810028;Silver;GPON01-D6-PMK-2;172.20.161.151;hua-ont;0/2/0 1;#REF!
SBS131;TB _SOHORPEMANGKAT;NS PONTIANAK;1,166399956;108,9639969;Silver;GPON01-D6-PMK-2;172.20.161.151;hua-ont;0 2 8 25;#REF!
SBS132;MT_MARZUKISAMBAS;NS PONTIANAK;1,361430049;109,3190002;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/16;#REF!
SBS133;PT_DESAPENDAWANexSite_4896MW;NS PONTIANAK;1,354179978;109,3339996;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 2 4 0;#REF!
SBS135;MT_SAMBASTERIGASMW;NS PONTIANAK;1,362930059;109,3040009;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 3 1 3;#REF!
SBS136;MT_GUSTIHAMZAHSAMBAS;NS PONTIANAK;1,358829975;109,3099976;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 3 1 6;#REF!
SBS137;MT_KARTIYASASAMBAS;NS PONTIANAK;1,365650058;109,2949982;Gold;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0/6/6 15;#REF!
SBS138;PT_SUNGAINILAM;NS PONTIANAK;1,437819958;109,0670013;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 4 4;#REF!
SBS139;PT_PARITLINTANG;NS PONTIANAK;1,099850059;109,0699997;Silver;GPON03-D6-TBA-2SPG;172.20.169.60;zte-ont;0/1/11 0;#REF!
SBS140;MT_SEMELAGI;NS PONTIANAK;0,998340011;109,0439987;Silver;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0/11/2 0;#REF!
SBS141;PT_TEBAS;NS PONTIANAK;1,242869973;109,1610031;Silver;ME-D6-TBS-3;172.31.150.127;metro;gei-0/4/1/1;#REF!
SBS142;PT_PendawanexMenaraMasjidRayaSingkawangexGRAHA_PENA_EQUATOR;NS PONTIANAK;1,358289957;109,3059998;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/18;#REF!
SBS144;-;NS PONTIANAK;1,310860038;109,3939972;Bronze;GPON01-D6-SMB-2SKR;172.20.161.175;hua-ont;0/0/15 2;#REF!
SBS145;MT_KADIRKASIMSAMBAS;NS PONTIANAK;1,176859975;108,9830017;Bronze;GPON00-D6-PMK-3;172.20.192.144;zte-ont;1/3/8:28;#REF!
SBS146;-;NS PONTIANAK;1,388610005;109,2720032;Bronze;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/5;#REF!
SBS150;;NS PONTIANAK;;;;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 0 1;#REF!
SBS151;GT_DSSARI;NS PONTIANAK;;;;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 4 2;#REF!
SBS152;DSSUNGARAJA;NS PONTIANAK;;;;GPON01-D6-TBA-2SPR;172.20.161.163;hua-ont;0 0 11 16;#REF!
SBS153;GT_DSPURA;NS PONTIANAK;;;;SW-D6-SBS-TSEL-SBS013-04;172.25.146.18;switch;GE_1/0/9;#REF!
SBS154;;NS PONTIANAK;;;;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 2 1;#REF!
SBS155;DS_KERTIASA;NS PONTIANAK;;;;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 7 0 0;#REF!
SBS156;MG1_GT_DSPUTAT;NS PONTIANAK;;;;TSEL_SBS009_GALING;172.25.146.56;switch;GE 2;#REF!
SBS157;;NS PONTIANAK;;;Gold;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/12;#REF!
SBS158;GT_MENSERE;NS PONTIANAK;;;;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0 4 2 0;#REF!
SBS159;SARANGBURUNG;NS PONTIANAK;;;;GPON02-D6-PMK-2JWI;172.20.161.161;zte-ont;0/1/1 1;#REF!
SBS160;;NS PONTIANAK;;;;GPON05-D6-SMB-2PNCR;172.20.168.82;hua-ont;0 1 14 0;#REF!
SBS162;SEBADI;NS PONTIANAK;;;;L2SW-SBS004-SEKURA;172.25.146.68;switch;GE0/1/8;#REF!
SBS164;MT_MUKTIRAHARJA;NS PONTIANAK;;;;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/11;#REF!
SBS200;BUKIT_MULYA;NS PONTIANAK;;;;SW-D6-SBS-TSEL-SBS013-04;172.25.146.18;switch;GE_1/0/10;#REF!
SBS270;NIBUNG;NS PONTIANAK;;;;GPON02-D6-SMB-2PLH;172.20.161.176;hua-direct_olt;0/3/1;#REF!
SBS272;;NS PONTIANAK;;;;GPON01-D6-SMB-2SKR;172.20.161.175;hua-ont;0/0/15 1;#REF!
SBS275;BO_DSPANCUR;NS PONTIANAK;;;;L2SW-SBS004-SEKURA;172.25.146.68;switch;GE0/1/7;#REF!
SBS277;MT_BO_DSSAGU;NS PONTIANAK;1,590229988;109,4309387;Bronze;TSEL_SBS046_SIJANG;172.25.146.57;switch;gei-0/1/1/5;#REF!
SBS278;;NS PONTIANAK;;;;TSEL_SBS046_SIJANG;172.25.146.57;switch;GE4;#REF!
SBS292;;NS PONTIANAK;;;;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 3 1;#REF!
SBS309;;NS PONTIANAK;;;;GPON01-D6-SMB-2SKR;172.20.161.175;hua-ont;0/1/0 1;#REF!
SBS310;;NS PONTIANAK;;;;GPON04-D6-SMB-2KRTS;172.20.168.81;hua-ont;0 1 7 1;#REF!
SBS328;DMT_DUSUN_PERIA;NS PONTIANAK;1,632869959;109,2241364;Bronze;GPON06-D6-SMB-2TNHT;172.20.168.83;hua-ont;0/1/9/8;#REF!
SBS342;;NS PONTIANAK;;;;GPON06-D6-SMB-2TNHT;172.20.168.83;hua-ont;0 1 15 0;#REF!
SBS344;;NS PONTIANAK;;;;GPON06-D6-SMB-2TNHT;172.20.168.83;hua-ont;0 1 14 6;#REF!
SBS347;;NS PONTIANAK;;;;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0/4/3 0;#REF!
SBS350;;NS PONTIANAK;;;;GPON05-D6-SMB-2PNCR;172.20.168.82;zte-ont;0 1 15 1;#REF!
SHR001;Sungai_Ayak;NS PONTIANAK;0,110950001;111,0719986;Gold;-;-;-;-;-
SHR002;Rawak;NS PONTIANAK;-0,143194005;110,8720016;Silver;SHR002_RAWAK;172.25.146.96;switch;GE1/1/1;#REF!
SHR003;Nanga_Taman;NS PONTIANAK;-0,269167006;110,8160019;Silver;SW_SHR006;172.25.146.72;switch;GE5;#REF!
SHR004;PenitiSekadau;NS PONTIANAK;-0,021669401;110,8119965;Gold;L2SW_SAG041;172.25.146.66;switch;1/0/4;#REF!
SHR005;RepeaterSekunau;NS PONTIANAK;-0,183607996;110,8300018;Silver;SHR002_RAWAK;172.25.146.96;switch;GE1/1/3;#REF!
SHR006;RepaterNyabu;NS PONTIANAK;-0,232218996;110,8259964;Bronze;SW_SHR006;172.25.146.72;switch;GE1/1/1-2;#REF!
SHR007;GonisTekam;NS PONTIANAK;-0,0119444;110,9570007;Gold;GPON02-D6-SED-2PEM;172.20.161.172;zte-ont;0/1/12 5;#REF!
SHR008;PolresSekadau(SekadauCap);NS PONTIANAK;0,01456;110,9059982;Silver;ME-D6-SKD-3;172.31.150.112;metro;gei-0/5/0/1;#REF!
SHR008_2;;NS PONTIANAK;0;0;;GPON01-D6-SED-2;172.20.161.135;hua-ont;0/3/2 0;#REF!
SHR009;SungaiMaboh;NS PONTIANAK;0,180693999;111,1900024;Silver;-;-;-;-;-
SHR010;LandauMentawak(Rep.NangaMahap);NS PONTIANAK;-0,388770014;110,8079987;Bronze;-;-;-;-;-
SHR011;BULUHKUNING/SIMPANGLAPISMASUK(Oracledata);NS PONTIANAK;-0,0561;111,163002;Gold;SW01-D6-SED-6-SHR011_BULUHKUNING;172.25.146.84;switch;GE1/1/1;#REF!
SHR012;MTPARNAAGRO;NS PONTIANAK;0,209043995;111,0920029;Silver;-;-;-;-;-
SHR013;MT_MUNGGUK;NS PONTIANAK;0,017108301;110,8960037;Gold;GPON01-D6-SED-2;172.20.161.135;hua-ont;0 5 3 3;#REF!
SHR014;Sekadau;NS PONTIANAK;0,021670001;110,887001;Platinum;SW10G-SHR014-SEKADAU;10.199.140.22;switch;1/0/1;#REF!
SHR014_2;Sekadau;NS PONTIANAK;0,021670001;110,887001;Platinum;SW10G-SHR014-SEKADAU;10.199.140.22;switch;1/0/2;#REF!
SHR015;Tekam;NS PONTIANAK;0,0005555;111,0139999;Gold;GPON02-D6-SED-2PEM;172.20.161.172;hua-ont;0 1 6 0;#REF!
SHR016;SEMADAKMW ex Jl. Nusa Indah Baru;NS PONTIANAK;-0,0008333;110,8219986;Gold;-;-;-;-;-
SHR017;NangaManhap/NANGAMAHAP;NS PONTIANAK;-0,42393899;110,7559967;Gold;SW_SHR017_MAHAP;172.25.146.112;switch;ge-1/0/1;#REF!
SHR018;Belintang/BELITANG;NS PONTIANAK;0,133857995;111,237999;Silver;-;-;-;-;-
SHR019;BelintangHulu/BELITANGHULU;NS PONTIANAK;-0,441000015;111,2040024;Gold;-;-;-;-;-
SHR020;PT_SP3PADAK/Bawak(oldSTA018a);NS PONTIANAK;0,240869999;111,1669998;Gold;-;-;-;-;-
SHR021;Km.38Skubang/TB_KM38SKUBANG;NS PONTIANAK;-0,265179992;111,0889969;Platinum;-;-;-;-;-
SHR022;PT_MERDEKAMW;NS PONTIANAK;0,0206;110,8830032;Silver;GPON01-D6-SED-2;172.20.161.135;hua-ont;0 3 9 3;#REF!
SHR030;;NS PONTIANAK;;;;GPON03-D6-SED-5RWAK;172.20.227.102;alu-ont;1/1/1/3/50;#REF!
SHR100;CR_SEIRINGAN;NS PONTIANAK;;;;GPON01-D6-SED-2;172.20.161.135;hua-ont;0/4/13 3;#REF!
SHR146;;NS PONTIANAK;;;;GPON01-D6-SED-2;172.20.161.135;zte-ont;0/5/1 11;#REF!
SHR156;;NS PONTIANAK;;;;SHR003_Nangataman;172.25.146.82;switch;GE1/1/3;#REF!
SHR157;;NS PONTIANAK;;;;SHR003_Nangataman;172.25.146.82;switch;GE1/1/4;#REF!
SHR170;;NS PONTIANAK;;;;GPON01-D6-SED-2;172.20.161.135;hua-ont;0 7 5 1;#REF!
SHR314;BODSPENITI-EBT;NS PONTIANAK;;;;L2SW_SAG041;172.25.146.66;switch;GE3;#REF!
SKW001;Singkawang2/CENGKEHSINGKAWANG;NS PONTIANAK;0,917309999;108,9970016;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:11;#REF!
SKW002;Singkawang3/Alianyang;NS PONTIANAK;0,918860018;108,9840012;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:7;#REF!
SKW003;STO-SINGKAWANG;NS PONTIANAK;0,905560017;108,9810028;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:5;#REF!
SKW004;Gunung_Besi;NS PONTIANAK;0,842779994;108,9290009;Platinum;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0/4/3 27;#REF!
SKW005;SKW5_Gunung_Senujuh/GNSENUJUHSINGKAWANG;NS PONTIANAK;0,896889985;108,9810028;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:6;#REF!
SKW006;;NS PONTIANAK;;;;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0 13 7 1;#REF!
SKW007;SKW4_Roban/ROBAN;NS PONTIANAK;0,909529984;108,9970016;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:12;#REF!
SKW008;Karimunting;NS PONTIANAK;0,758292973;108,8850021;Silver;GPON02-D6-SNW-2KMT;172.20.161.165;hua-ont;0/1/3 19;#REF!
SKW009;Pajintan;NS PONTIANAK;0,877349973;109,0400009;Silver;GPON00-D6-RBA-2;172.20.161.75;hua-ont;0 11 10 11;#REF!
SKW010;Sedau/SEDAU(oldSKW012);NS PONTIANAK;0,861280024;108,9260025;Bronze;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/9/13:39;#REF!
SKW011;Setapuk_Besar;NS PONTIANAK;0,979929984;108,9869995;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/15/15:2;#REF!
SKW013;Sei_Daun/Selakau2;NS PONTIANAK;1,017439961;108,9830017;Silver;GPON00-D6-PMK-2;172.20.161.162;hua-ont;0 1 3 14;#REF!
SKW015;BukitRoban/SINGKAWANG8;NS PONTIANAK;0,895919979;109,0130005;Bronze;ME-D6-RBN-3;172.31.150.124;metro;1/2/15;#REF!
SKW016;Sei_Garam/SINGKAWANG9;NS PONTIANAK;0,940750003;108,9820023;Silver;ME-D6-SKWG-3;172.31.150.107;metro;gei-0/2/0/17;#REF!
SKW017;Bougenville;NS PONTIANAK;0,859220028;108,987999;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/9/11:1;#REF!
SKW018;SekipLamaSingkawang;NS PONTIANAK;0,927361012;109,0049973;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:10;#REF!
SKW019;Nyarumkop;NS PONTIANAK;0,873690009;109,0810013;Silver;TSEL_SKW019_NYARUNGKOP;172.25.146.61;switch;gei-0/1/1/2;#REF!
SKW020;Gerantung/ROADSINGKA;NS PONTIANAK;0,849638999;109,1119995;Silver;GPON01-D6-RBA-2BGK;172.20.161.182;hua-ont;0 1 0 24;#REF!
SKW021;PASIRPANJANG;NS PONTIANAK;0,841139019;108,8820038;Silver;GPON06-D6-SNW-2;172.20.161.179;hua-ont;0 12 12 7;#REF!
SKW022;PadangPasirSedau-25/SEDAU2;NS PONTIANAK;0,879970014;108,9530029;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:9;#REF!
SKW023;Pasiran-43;NS PONTIANAK;0,895280004;108,9670029;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/6/2:8;#REF!
SKW024;MT_YOSSDRSSKW;NS PONTIANAK;0,91624999;108,987999;Silver;ME-D6-SKWG-3;172.31.150.107;metro;3/1/9;#REF!
SKW025;MTGMSITUT;NS PONTIANAK;0,902649999;108,9889984;Silver;ME-D6-SKWG-3;172.31.150.107;metro;3/1/11;#REF!
SKW026;PT_PSRRYKULORExSamalantan;NS PONTIANAK;0,881389976;109,0250015;Silver;ME-D6-RBN-3;172.31.150.124;metro;1/2/1;#REF!
SKW028;MT_TANGGUI;NS PONTIANAK;0,894582987;108,973999;Gold;ME-D6-SKWG-3;172.31.150.107;metro;3/2/8;#REF!
SKW029;PTMARHABAN;NS PONTIANAK;0,823769987;108,9169998;Silver;GPON00-D6-SNW-2;172.20.161.148;zte-ont;0/15/5 21;#REF!
SKW031;TBSKW2;NS PONTIANAK;0,925010026;108,9970016;Bronze;ME-D6-SKWG-3;172.31.150.107;metro;3/1/10;#REF!
SKW032;MT_BUKITTIGA/MTROBAN;NS PONTIANAK;0,906166971;109,0110016;Silver;ME-D6-RBN-3;172.31.150.124;metro;gei-0/3/1/2;#REF!
SKW035;PT_GNPOTENG;NS PONTIANAK;0,899309993;108,973999;Silver;ME-D6-SKWG-3;172.31.150.107;metro;1/3/31;#REF!
SKW036;MT_TANIKUALA/SingkawangKota;NS PONTIANAK;0,914972007;108,9789963;Silver;ME-D6-SKWG-3;172.31.150.107;metro;3/1/7;#REF!
SKW037;PT_SUNGAIWEI;NS PONTIANAK;0,930149972;108,9869995;Bronze;ME-D6-SKWG-3;172.31.150.107;metro;gei-0/2/0/5;#REF!
SKW038;PT_VETROBAN;NS PONTIANAK;0,916040003;109,012001;Silver;ME-D6-RBN-3;172.31.150.124;metro;1/2/5;#REF!
SKW039;PT_DPAKUNAM;NS PONTIANAK;0,847800016;108,9749985;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/6:5;#REF!
SKW040;TB_NURIOBARU;NS PONTIANAK;0,885839999;108,9929962;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/6:8;#REF!
SKW042;TB_SAGATANI;NS PONTIANAK;0,877659976;108,9909973;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/6:9;#REF!
SKW043;TB_KARYAPASIR;NS PONTIANAK;0,88872999;108,9830017;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/5/6:4;#REF!
SKW044;TB_TJGBATUDLM;NS PONTIANAK;0,872460008;108,9629974;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:4;#REF!
SKW045;TB_TJGBATUHAR/TBATUHARAPAN;NS PONTIANAK;0,891889989;108,9609985;Gold;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:3;#REF!
SKW046;TB_KELAPADUA;NS PONTIANAK;0,915440023;108,9729996;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/4:4;#REF!
SKW047;PT_PONTCANC/PT_SKW;NS PONTIANAK;0,938910007;109,0110016;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/5:11;#REF!
SKW048;PT_PAHLAWNSKWExSEBANGKAU;NS PONTIANAK;0,899110019;109,0100021;Silver;ME-D6-RBN-3;172.31.150.124;metro;1/2/7;#REF!
SKW048_ZTE;PT_PAHLAWNSKWExSEBANGKAU;NS PONTIANAK;0,899110019;109,0100021;Silver;-;-;-;-;-
SKW049;PTKRDSANA;NS PONTIANAK;0,895839989;108,987999;Silver;ME-D6-SKWG-3;172.31.150.107;metro;gei-0/2/0/4;#REF!
SKW050;TB_PBPASIRAN;NS PONTIANAK;0,903490007;108,9970016;Silver;GPON00-D6-SNW-3;172.20.192.147;zte-ont;1/4/7:2;#REF!
